"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0003713","transcription coactivator activity","molecular_function","A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to activate the transcription of specific genes. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. Another type of coregulator activity is the bridging of a DNA-binding transcription factor to the basal transcription machinery. The Mediator complex, which bridges transcription factors and RNA polymerase, is also a transcription coactivator."
"GO:0003714","transcription corepressor activity","molecular_function","A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to repress the transcription of specific genes. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class occludes DNA-binding transcription factor protein-protein interaction domains. A fourth class of corepressors prevents interactions of DNA bound DNA-binding transcription factor with coactivators."
"GO:0003721","telomerase RNA reverse transcriptase activity","molecular_function","Catalysis of the extension of the 3' end of a DNA strand by one deoxynucleotide at a time. Cannot initiate a chain de novo; uses the RNA subunit of the telomerase enzyme complex as its template."
"GO:0003723","RNA binding","molecular_function","Interacting selectively and non-covalently with an RNA molecule or a portion thereof."
"GO:0003724","RNA helicase activity","molecular_function","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction drives the unwinding of an RNA helix."
"GO:0003725","double-stranded RNA binding","molecular_function","Interacting selectively and non-covalently with double-stranded RNA."
"GO:0003729","mRNA binding","molecular_function","Interacting selectively and non-covalently with messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."
"GO:0003730","mRNA 3'-UTR binding","molecular_function","Interacting selectively and non-covalently with the 3' untranslated region of an mRNA molecule."
"GO:0003735","structural constituent of ribosome","molecular_function","The action of a molecule that contributes to the structural integrity of the ribosome."
"GO:0003743","translation initiation factor activity","molecular_function","Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide."
"GO:0003746","translation elongation factor activity","molecular_function","Functions in chain elongation during polypeptide synthesis at the ribosome."
"GO:0003747","translation release factor activity","molecular_function","Involved in catalyzing the release of a nascent polypeptide chain from a ribosome."
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity","molecular_function","Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0)."
"GO:0003756","protein disulfide isomerase activity","molecular_function","Catalysis of the rearrangement of both intrachain and interchain disulfide bonds in proteins."
"GO:0003774","motor activity","molecular_function","Catalysis of the generation of force resulting either in movement along a microfilament or microtubule, or in torque resulting in membrane scission, coupled to the hydrolysis of a nucleoside triphosphate."
"GO:0003777","microtubule motor activity","molecular_function","Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP)."
"GO:0003779","actin binding","molecular_function","Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments."
"GO:0003785","actin monomer binding","molecular_function","Interacting selectively and non-covalently with monomeric actin, also known as G-actin."
"GO:0003796","lysozyme activity","molecular_function","Catalysis of the hydrolysis of the beta-(1->4) linkages between N-acetylmuramic acid and N-acetyl-D-glucosamine residues in a peptidoglycan."
"GO:0003810","protein-glutamine gamma-glutamyltransferase activity","molecular_function","Catalysis of the reaction: protein glutamine + alkylamine = protein N5-alkylglutamine + NH3. This reaction is the formation of the N6-(L-isoglutamyl)-L-lysine isopeptide, resulting in cross-linking polypeptide chains; the gamma-carboxamide groups of peptidyl-glutamine residues act as acyl donors, and the 6-amino-groups of peptidyl-lysine residues act as acceptors, to give intra- and intermolecular N6-(5-glutamyl)lysine cross-links."
"GO:0003824","catalytic activity","molecular_function","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"GO:0003826","alpha-ketoacid dehydrogenase activity","molecular_function","Catalysis of an oxidation-reduction (redox) reaction involving an alpha-ketoacid."
"GO:0003830","beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","molecular_function","Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + beta-D-mannosyl-R = UDP + 4-(N-acetyl-beta-D-glucosaminyl)-beta-D-mannosyl-R."
"GO:0003839","gamma-glutamylcyclotransferase activity","molecular_function","Catalysis of the reaction: (5-L-glutamyl)-L-amino acid = 5-oxoproline + L-amino acid."
"GO:0003844","1,4-alpha-glucan branching enzyme activity","molecular_function","Catalysis of the transfer of a segment of a (1->4)-alpha-D-glucan chain to a primary hydroxyl group in a similar glucan chain."
"GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity","molecular_function","Catalysis of the reaction: (S)-3-hydroxyacyl-CoA + NAD+ = 3-oxoacyl-CoA + NADH + H(+)."
"GO:0003860","3-hydroxyisobutyryl-CoA hydrolase activity","molecular_function","Catalysis of the reaction: 3-hydroxy-2-methylpropanoyl-CoA + H2O = CoA + 3-hydroxy-2-methylpropanoate."
"GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity","molecular_function","Catalysis of the reaction: 3-methyl-2-oxobutanoate + lipoamide = S-(2-methylpropanoyl)dihydrolipoamide + CO2."
"GO:0003865","3-oxo-5-alpha-steroid 4-dehydrogenase activity","molecular_function","Catalysis of the reaction: a 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor."
"GO:0003868","4-hydroxyphenylpyruvate dioxygenase activity","molecular_function","Catalysis of the reaction: 4-hydroxyphenylpyruvate + O2 = homogentisate + CO2."
